course_id,title,provider,mapped_skill,cost,duration_hours,difficulty,source_url,description_preview,skill_id,relevance_score
1211,Communicate and Relate Effectively at the Workplace (Contextualised),TRAINING VISION INSTITUTE PTE. LTD.,Communication,170.0,16.0,Unspecified,,"The learner will be able to use effective communication techniques to interpret, clarify, analyse and respond to information received, and use effective negotiation skills to resolve conflicts for a win-win outcome, taking into consideration social and cultural difference.",51,0
1212,Communicate and Relate Effectively at the Workplace (Synchronous e-learning),TRAINING VISION INSTITUTE PTE. LTD.,Communication,170.0,16.0,Unspecified,,"On completion of this unit, the learner will be able to use effective communication techniques to interpret, clarify, analyse and respond to information received, and use effective negotiation skills to resolve conflicts for a win-win outcome, taking into consideration social and cultural difference",51,0
1213,Communicate and Relate Effectively at the workplace,SERVICE QUALITY CENTRE PTE. LTD.,Communication,210.0,16.0,Unspecified,,"On completion of this unit, the learner will be able to use effective communication techniques to interpret, clarify, analyse and respond to information received, and use effective negotiation skills to resolve conflicts for a winwin outcome, taking into consideration social and cultural differences",51,0
1214,Communicate with Confidence,INTELLISOFT TRAINING PTE. LTD.,Communication,280.0,16.0,Unspecified,,"This course is about being able to communicate with others in a business environment._x000D_ _x000D_ On completion of this training, you will be able to communicate clearly, convincingly, and persuasively, in writing and verbally, using language in a variety of formats, styles and tones._x000D_ _x00",51,0
1215,Communicate with Confidence,IMPACT MANAGEMENT SEMINARS PTE LTD,Communication,150.0,8.5,Unspecified,,Program to equip participants with the skills and knowledge to: *recognise differences in individuals that impact effective communication * align self to one's expressions when interacting with others * use active listening techniques to improve communication with others * demonstrate respect and em,51,0
1216,"Communicate, Collaborate and Connect: Unlocking the Keys to Team Success",SINGAPORE POLYTECHNIC,Communication,129.0,7.5,Unspecified,,"This course equips participants with the skills to lead high-performing teams. Through interactive activities, the session equips participants with frameworks and techniques to enhance communication, manage differences and foster cohesion when working within the team and across teams. The course aim",51,0
1217,Communicating Complexity Part 1: Tackling communication barriers,NANYANG TECHNOLOGICAL UNIVERSITY,Communication,300.0,13.0,Unspecified,,"Communicating Complexity is a series of three linked courses in which students will have the opportunity to practice a number of skills and techniques aimed at helping them to communicate complex ideas in ways that are easier to understand, and can be tailored to different audiences.",51,0
1218,Communicating Effectively & Strategically,SHRI ACADEMY PTE. LTD.,Communication,200.0,8.0,Beginner,,"The role of a HR Business Partner (HRBP) involves having regular conversations with business leaders on people matters.  Given the fast-pace business environment that most if not all businesses are operating in, it is vital for the HRBP to be able to conduct these conversations strategically and be",51,0
1219,Communicating for Behaviour Change,Republic Polytechnic,Communication,234.9,30.0,Advanced,,This module aims to equip learners with advanced communication and health coaching skills. It introduces learners to theoretical framework and evidence-based approaches such as motivational interviewing and active listening so that they can assist individuals to change their health behavior to impro,51,0
1220,Communicating with Students Effectively - Part of Modular Certificate in Student Management (DCP),Ngee Ann Polytechnic,Communication,509.4,60.0,Unspecified,,Participants will be equipped with a range of communication strategies that will enable them to engage in meaningful and purposeful interactions with their students.,51,0
1221,Communication & Vision Systems - Part of Modular Certificate in Industrial Systems (Elective) (DEMH),Ngee Ann Polytechnic,Communication,1698.0,60.0,Advanced,,This module seeks to broaden studentsâ€™ abilities learned from automating simple industrial systems acquired at to more complex and advanced automation systems involving communication and vision technologies. This module will cover both wire and wireless communication technologies based on the vari,51,0
1222,Communication (Intermediate),SINGAPORE INSTITUTE OF MANAGEMENT GROUP LIMITED,Communication,200.0,8.5,Intermediate,,- Describe a personal mindset of unlearning and good work for navigating change._x000D_ - Identify different aspects of effective communication._x000D_ - Describe and apply techniques for effective communication._x000D_ - Describe and apply techniques for an effective presentation._x000D_ - Describe,51,0
1223,Communication (Intermediate) (Synchronous and Asynchronous E-learning),SINGAPORE INSTITUTE OF MANAGEMENT GROUP LIMITED,Communication,200.0,8.5,Intermediate,,"As we work in more dynamic environments and with more diverse people, effective communication becomes increasingly challenging as well. This course will enable you to adapt your communication techniques to effectively convey and exchange thoughts, ideas and information depending on your audience and",51,0
1225,Communication Business English Intermediate Course,LEARNING EXPLORER LANGUAGE CENTRE PTE. LTD.,Communication,600.0,20.0,Intermediate,,"The communicative syllabus covers business language relevant to people at all levels of the organisation, not just international managers. Students will learn to address key issues for companies and business people.  The target audience for this course is mainly students who use English in their dai",51,0
1226,Communication Practicum,Republic Polytechnic,Communication,636.75,75.0,Intermediate,,"The campaign proposal will allow students to apply the knowledge and skills obtained from the previous modules in this programme. For example, they will be required to conduct situation and audience analyses, create mock-ups of digital marketing content and plan a campaign using the budget and resou",51,0
1227,Communication Skills For The Effective Team Leader,SHATEC INSTITUTES PTE. LTD.,Communication,108.0,12.0,Intermediate,,"Designed for service professionals, our Communication Skills for the Effective Team Leader course aims to teach learners how to tailor communication approaches to audience needs and determine suitable methods to convey and exchange information effectively through various mediums and approaches.",51,0
1228,Communication Skills for IT Professionals (CS),BELLS Institute of Higher Learning Pte. Ltd.,Communication,360.0,24.0,Intermediate,,Learners will be able to:_x000D_ _x000D_ â€¢	Identify appropriate communication channels to convey or exchange information_x000D_ â€¢	Deploy listening techniques to engage with and understand the audience_x000D_ â€¢	Ask questions to seek clarity when receiving information_x000D_ â€¢	Present ideas us,51,0
1229,Communication Skills for IT Professionals (Classroom and Synchronous eLearning),BELLS Institute of Higher Learning Pte. Ltd.,Communication,360.0,24.0,Intermediate,,Learners will be able to:_x000D_ 1)	Understand Communication Channels and Information Processing Techniques._x000D_ 2)	Adopt Listening Strategies for Effective Communication._x000D_ 3)	Effectively use different Questioning Techniques for Seeking Clarity and Enhancing Understanding of problem stateme,51,0
1230,Communication Skills for IT Professionals (FS),BELLS Institute of Higher Learning Pte. Ltd.,Communication,360.0,24.0,Intermediate,,"Learners will be able to:_x000D_ â€¢	Analyse communication objectives, types of stakeholders and needs to determine communication priorities_x000D_ â€¢	Evaluate communication objectives, styles, verbal and non-verbal signals to adapt communication approaches and channels_x000D_ â€¢	Present informati",51,0
1231,Communication Skills for a Digital Marketer,BELLS Institute of Higher Learning Pte. Ltd.,Communication,360.0,24.0,Unspecified,,"This course empowers participants with the essential knowledge to cultivate effective leadership in an ever-evolving landscape. In today's dynamic environment, effective communication transcends mere message delivery. It encompasses the cultivation of trust, the enhancement of team dynamics, and the",51,0
1232,Communication Skills for a Digital Marketer (Part-Time),BELLS Institute of Higher Learning Pte. Ltd.,Communication,360.0,24.0,Unspecified,,"This course empowers participants with the essential knowledge to cultivate effective leadership in an ever-evolving landscape. In today's dynamic environment, effective communication transcends mere message delivery. It encompasses the cultivation of trust, the enhancement of team dynamics, and the",51,0
1233,Communication Strategies for Digital Media,Republic Polytechnic,Communication,437.4,45.0,Unspecified,,"Topics will include formulation of digital media strategies (this includes strategic objectives, audiences, position/messaging, media platforms, implementation timeline; risks/issues and mitigating measures, digital/social media measurements to evaluate ROI/strategic outcomes); for marketing communi",51,0
1234,Communication Systems,Republic Polytechnic,Communication,1698.0,60.0,Beginner,,"This module is an introduction to the topics relevant to both analog and digital communication systems. Topics include modulation techniques (AM/FM), tuned radio frequency receiver, electromagnetic wave propagation, antennas, digital sampling, multiplexing, digital modulation (PSK), source coding, c",51,0
1235,Communication and Networking,Institute of Technical Education,Communication,628.975,120.0,Unspecified,,"On completion of the module, students should be able to set up and maintain radio communication systems and Local Area Network (LAN) systems. They should be able to perform troubleshooting on LAN systems.",51,0
1236,Communication and Psychosocial Skills - Part of Post Diploma Certificate in Advanced Palliative Care Nursing (ADPCN),Ngee Ann Polytechnic,Communication,469.8,60.0,Advanced,,"This module examines the psychosocial perspectives in palliative care; focusing on commonly encountered psychosocial needs, including caregiver and bereavement support. Students will explore the challenges of communication with patients of advanced diseases, and the role of nursing in accordance to",51,0
1237,Communication and Psychosocial Skills - Part of Post Diploma Certificate in Essential Clinical Knowledge in Palliative Care (SDPCN),Ngee Ann Polytechnic,Communication,783.0,30.0,Unspecified,,"This module examines the psychosocial perspectives in oncology and palliative care nursing. It focuses in particular, on psychosocial intervention issues and strategies applicable to the oncology and palliative care nurse.",51,0
1238,Communication in the Global Workplace,Republic Polytechnic,Communication,509.4,60.0,Beginner,,"This Module is part of the Diploma in Accounting and Corporate Secretarial Practice, Modular Certificate in Business Fundamentals. _x000D_ Information and communication technologies have not only transformed the way companies conduct businesses, but they have also expanded the concept of the workpla",51,0
1239,Communication with Community Partners,Republic Polytechnic,Communication,254.7,30.0,Unspecified,,"Students will use these community resources to help the community grow and improve the residentâ€™s quality of life. As a result, students will be able to effectively coordinate health and social care in the community with community partners.",51,0
1240,Communication â€“ Basic (Classroom & Asynchronous),Ascensus Institute,Communication,145.0,7.0,Beginner,,"After the course, learners would be able to:_x000D_ _x000D_ LO1: Acquire basic knowledge of communication tools & techniques_x000D_ LO2: Identify appropriate communication channels _x000D_ LO3: Obtain desired outcomes of communication _x000D_",51,0
1241,CompTIA A+ (SF),NTUC LEARNINGHUB PTE. LTD.,Communication,1250.0,40.0,Intermediate,,"â€¢	Identify, connecting hardware components and devices_x000D_ â€¢	Identify different types of networks and connections including TCP/IP, WIFI and SOHO Mobile Devices _x000D_ â€¢	Install & configure laptops and other mobile devices _x000D_ â€¢	Install and support Windows OS including command line &",51,0
1242,CompTIA A+ (SF) (Synchronous e-learning),NTUC LEARNINGHUB PTE. LTD.,Communication,750.0,40.0,Intermediate,,"â€¢	Identify, connecting hardware components and devices_x000D_ â€¢	Identify different types of networks and connections including TCP/IP, WIFI and SOHO Mobile Devices _x000D_ â€¢	Install & configure laptops and other mobile devices _x000D_ â€¢	Install and support Windows OS including command line &",51,0
1243,CompTIA Cybersecurity Analyst (CySA+) Training,TERTIARY INFOTECH PTE. LTD.,Communication,1250.0,40.0,Advanced,,"The WSQ CompTIA Cybersecurity Analyst (CySA+) Training course equips you with essential skills to identify and manage cybersecurity risks, threats, and vulnerabilities. Gain expertise in security operations, vulnerability management, and incident response. You will learn to implement effective secur",51,0
1244,CompTIA Network+ (SF),ITEL LEARNING SYSTEMS (S) PTE LTD,Communication,1250.0,40.0,Beginner,,"Upon the completion of the course, the learner would be able to:_x000D_ 1. Apply basic network theory concepts and major network communication methods._x000D_ 2. Install bounded network media._x000D_ 3. Implement a wireless network._x000D_ 4. Manage different types of network implementations._x000D_",51,0
1245,CompTIA Network+ (SF) (Synchronous e-learning),ITEL LEARNING SYSTEMS (S) PTE LTD,Communication,1250.0,40.0,Beginner,,"Upon the completion of the course, the learner would be able to:_x000D_ 1.	Apply basic network theory concepts and major network communication methods._x000D_ 2.	Install bounded network media._x000D_ 3.	Implement a wireless network._x000D_ 4.	Manage different types of network implementations._x000D_",51,0
1246,Computer Architecture,Singapore Polytechnic,Communication,1698.0,60.0,Unspecified,,"Students will:_x000D_ â€¢	Understand the concepts in data communication and the role of computer network equipment like routers and switches._x000D_ â€¢	Design, configure and troubleshoot computer networks and servers_x000D_ â€¢	Design and development of info-comm services, computer/embedded systems",51,0
1247,Computer Architecture and Data Communication (Classroom and Asynchronous),TRAINING VISION INSTITUTE PTE. LTD.,Communication,750.0,40.0,Unspecified,,"1. Analyse requirements to determine infrastructure parameters and policies (K1, K2, A1)_x000D_ 2. Design ICT infrastructure (K4, A2, A3)_x000D_ 3. Evaluate ICT infrastructure Design (K5, K6, A7)_x000D_ 4. Develop and present ICT architecture blueprints to stakeholders (K3, A5, A6)",51,0
1248,Computer Networking,SINGAPORE POLYTECHNIC,Communication,2432.0,80.0,Unspecified,,"Students will:_x000D_ â€¢ Understand the concepts in data communication and the role of computer network equipment like routers and switches. _x000D_ â€¢ Design, configure and troubleshoot computer networks. _x000D_ â€¢ Set up, configure, operate and maintain servers on a computer network.",51,0
1249,Computer Networking,Singapore Polytechnic,Communication,1698.0,60.0,Unspecified,,"Students will:_x000D_ â€¢	Understand the concepts in data communication and the role of computer network equipment like routers and switches._x000D_ â€¢	Design, configure and troubleshoot computer networks and servers_x000D_ â€¢	Design and development of info-comm services, computer/embedded systems",51,0
1250,Computer System Technologies (SF),TRAINING VISION INSTITUTE PTE. LTD.,Communication,750.0,40.0,Unspecified,,"The learners will acquire the knowledge and understanding of computer hardware and systems, computer networks, communication standards and their social and economic implications. This also includes types of software and computer languages, the functions of an operating system and the facilities offe",51,0
1251,Conduct and Behaviour Management (Level 4),ADEPT ACADEMY PTE. LTD.,Communication,450.0,16.0,Unspecified,,LU1: Promoting Workplace Conduct Best Practices_x000D_ LO1: Develop best practices for encouraging workplace conduct and define employee behaviours to ensure adherence to the Code of Conduct_x000D_ _x000D_ LU2: Development of Organisational Policies_x000D_ LO2: Evaluate organisational policies and p,51,0
1252,Conducting,NATIONAL UNIVERSITY OF SINGAPORE,Communication,690.0,30.0,Advanced,,"Addresses critical gaps in music education and performance by providing focused professional development opportunities for conductors, instrumental Co-curricular activities (CCA) instructors, music CCA teachers, Ministry of Education (MOE) teachers, and freelance musicians. This course specifically",51,0
1253,Conducting Performance Discussions Successfully (Classroom + Asynchronous E-Learning),EON CONSULTING & TRAINING PTE. LTD.,Communication,360.0,18.0,Intermediate,,- Recognise performance management needs to be carried out regularly and continuously throughout the year in order for a successful appraisal session_x000D_ - Set work standards based on job duties_x000D_ - Write clear & SMART goals_x000D_ - Interpret competencies consistently to establish sound rea,51,0
1254,"Conducting, Directing and Coaching Musical Ensembles",NATIONAL UNIVERSITY OF SINGAPORE,Communication,690.0,30.0,Advanced,,"Addresses critical gaps in music education and performance by providing focused professional development opportunities for conductors, instrumental (CCA) instructors, music CCA teachers, MOE teachers, and freelance musicians. This course specifically enhances conducting and ensemble leadership skill",51,0
1255,Confidence at the Workplace,SINGAPORE INSTITUTE OF TECHNOLOGY,Communication,900.0,16.0,Intermediate,,"Presentations and public speaking are crucial skills to have at the workplace; yet many professionals struggle in these areas. This course is designed to equip professionals with essential public speaking and presentation skills, meeting the growing demand for effective communication in today's job",51,0
1256,Connectivity for Visibility and Decision Making in Smart Factories,SINGAPORE INSTITUTE OF MANUFACTURING TECHNOLOGY,Communication,720.0,24.0,Beginner,,"Performance gaps that the course will address_x000D_ _x000D_ This course aims to provide a basic understanding of how data can be extracted from existing machines for purposes outside of the main manufacturing activities, and will in particular, provide the following:_x000D_ â€¢	An understanding of",51,0
1257,Constructing a Meaningful Educational Setting - Â Part of the PDC1 of Specialist Diploma in Early Childhood Intervention (Special Needs),NATIONAL INSTITUTE OF EARLY CHILDHOOD DEVELOPMENT,Communication,753.0,30.0,Beginner,,"On completion of this module, students should be able to: 1) Articulate differences in language, literacy, communication, motor, and social and emotional development in young children from birth to 6-years-old;  2) Apply the principles of differentiated instructions and apply it to preschool as well",51,0
1258,Containers for Deploying and Scaling Smart Manufacturing Services,SINGAPORE INSTITUTE OF MANUFACTURING TECHNOLOGY,Communication,1200.0,40.0,Unspecified,,"Many manufacturers are small or medium enterprises who still heavily relies on monolithic software systems. This causes a great challenge in embracing technologies like cyber-physical production systems, machine-to-machine communication, or manufacturing execution and intelligence systems (MES). _x0",51,0
1259,Contemporary Media Literacy,Singapore University of Social Sciences,Communication,1461.0,18.0,Unspecified,,Explain the role of media institutions and the influence of advertisers and the state Identify the conflicts between the goals of media and the interests of audience Discuss ethical and moral issues in mass media and global communication debates Illustrate the virality of digital media and the effec,51,0
1260,Content Creation & Storytelling (in PDC in Innovative Digital Communication in Specialist Diploma in Design for Integrated Communication),Temasek Polytechnic,Communication,745.2,60.0,Unspecified,,"This subject focuses on the craft of content creation to engage target audiences. It includes going through the process of research, developing insights and creative ideas to produce a campaign. This provides an in-depth experience of working in a creative agency, as well as insights to the latest t",51,0
1261,Content Creation (in Digital Communication in Diploma in Design (Digital Commerce & Experience)),Temasek Polytechnic,Communication,509.4,60.0,Unspecified,,"The course equips graduates with the creative knowledge, digital design and strategy skills to support the growth of digital commerce and online experiences.",51,0
1262,Content Strategy for Social Media (in Digital Communication in Diploma in Design (Digital Commerce & Experience)),Temasek Polytechnic,Communication,509.4,60.0,Unspecified,,"The course equips graduates with the creative knowledge, digital design and strategy skills to support the growth of digital commerce and online experiences.",51,0
1263,Continuing Education & Training in Regulatory Toxicology (Synchronous e-learning),NATIONAL UNIVERSITY OF SINGAPORE,Communication,369.0,9.0,Intermediate,,"Gain an in-depth understanding of the role of regulatory toxicology in safeguarding public health. Comprehend the principles of risk assessment, including hazard identification, dose-response assessment, exposure assessment, and risk characterization. Explore toxicological mechanisms leading to loca",51,0
1264,Conversational English Elementary Course,LEARNING EXPLORER LANGUAGE CENTRE PTE. LTD.,Communication,600.0,20.0,Beginner,,"The Conversational English Elementary course is for non-native speakers of English and teaches elementary-level standard English with a focus on communication skills, basic grammar, and listening & reading skills necessary for success in introductory English as a Foreign language.   By the end of th",51,0
1265,Conversational Japanese Beginner 1 Course,LEARNING EXPLORER LANGUAGE CENTRE PTE. LTD.,Communication,700.0,24.0,Beginner,,"The Conversational Japanese Beginner 1 course is for non-native Japanese Speakers.Â  This course focuses on communication skills, basic grammar, listening & reading skills necessary for success in introductory Japanese as a Foreign language.Â   By the end of this course, students will be able to hol",51,0
1266,Conversational Vietnamese Beginner 2 Course,LEARNING EXPLORER LANGUAGE CENTRE PTE. LTD.,Communication,600.0,20.0,Beginner,,"About This Course The Conversational Vietnamese Beginner 2 course is for non-native Vietnamese Speakers and is built on from the Beginner 1 course. This course focuses on-improving and enhance communication skills, basic grammar, listening & reading skills necessary for success in introductory Vietn",51,0
1267,Corporate Law Compliance for Business Owners,TERTIARY INFOTECH PTE. LTD.,Communication,200.0,8.0,Unspecified,,"This WSQ Corporate Law Compliance in Singapore for Business Owners equips participants with a deep understanding of Singaporeâ€™s legal and regulatory landscape in a global context. Learn how international legal developments influence local business regulations, industry-specific compliance requirem",51,0
1268,Corporate and Individual Income Tax,Singapore University of Social Sciences,Communication,2640.0,32.0,Unspecified,,"Evaluate the facts in various case-study scenarios, and correctly identify the taxation issue presented Assemble all sources of law and practice relevant to the issue identified Critically appraise the various authorities that may exist in this area, be they case law, statute law etc. Distinguish pr",51,0
1269,Counselling Skills Training,SSTC INSTITUTE PTE. LTD.,Communication,285.0,16.0,Intermediate,,"As mental health awareness rises and seeking help becomes more normalized, the role of para-counsellors is gaining significant importance. This supportive role extends beyond traditional settings like schools and social service agencies, with growing demand across diverse community groups and even c",51,0
1270,Counselling Skills Training,TRAINING VISION INSTITUTE PTE. LTD.,Communication,235.0,16.0,Beginner,,"With the growing awareness of mental health and acceptance towards seeking help, the role of para-counsellor has become increasingly important. Beyond the conventional context of schools and social service agencies, para-counselling has seen an increase in its demand across the different community g",51,0
1271,Counselling Skills and Practice: Introduction (Classroom),Social Service Institute (SSI),Communication,195.0,14.0,Beginner,,"By the end of the course, learners will be able to: _x000D_ 1.	Explain the counselling process when working with the client_x000D_ 2.	Examine the roles of a counsellor and guiding principles of counselling_x000D_ 3.	Address barriers of communication in the counselling process_x000D_ 4.	Apply effecti",51,0
1272,Counselling and Communication,Republic Polytechnic,Communication,254.7,30.0,Unspecified,,"Topics covered include the theoretical approaches, the counselling process, ethics and confidentiality, and the interpersonal skills required to conduct a session in individual or group settings.",51,0
1273,Courageous Conversations,NTUC LEARNINGHUB PTE. LTD.,Communication,360.0,16.0,Intermediate,,"In today's fast-paced world, effective communication skills have never been more critical. Whether in personal relationships, professional settings, or societal interactions, the ability to engage in courageous conversations is paramount for success and growth. This is a 2-day course which empowers",51,0
1274,Create Graphics Like A Pro For Social Media,Republic Polytechnic,Communication,153.0,14.0,Beginner,,"This two-day course teaches the basic skills in visual communication design using Adobe Photoshop and InDesign software. It covers the workflow, roles and responsibilities required in a creative team. This course includes hands-on experience at designing the different elements of a poster and newsle",51,0
1275,Creating Digital Graphics with Canva,INNOHAT TRAINING PTE. LTD.,Communication,800.0,24.0,Advanced,,"Learn how to create stunning digital graphics using Canva in this WSQ course. Explore the fundamentals of design, including typography, logo creation, and the principles of colour and form. You will gain hands-on experience with Canva's tools to create impactful visual communication projects, blendi",51,0
1276,Creating Effective Graphics and Videos for Communication,SINGAPORE POLYTECHNIC,Communication,288.0,18.0,Unspecified,,This course equips participants with skills to design effective graphic visuals and extend their impact by incorporating them into video narratives for communication.,51,0
1277,Creating from Concepts,HAPPY TOGETHER PTE. LTD.,Communication,480.0,24.0,Unspecified,,LU 1: Principles of Design _x000D_ LU 2: Exploring Physical Modelling_x000D_ LU 3: Visual Semantics and Design Communication_x000D_ LU 4: Human-Cantered Design and Crafting_x000D_ LU 5: Iterative Design and Form Exploration_x000D_ LU 6: Prototyping and Demonstrating Tangible Designs,51,0
1278,Creative Content Design - Part of Modular Certificate in Digital Visual Communication (DDC),Ngee Ann Polytechnic,Communication,509.4,60.0,Unspecified,,"This 60-hour module equips participants with video editing and motion graphic skills to create compelling, contextual content for the media industry. It combines online synchronous and asynchronous learning as well as in-person learning in a classroom setting.",51,0
1279,Creative Painting,Singapore University of Social Sciences,Communication,2676.0,18.0,Unspecified,,"Discuss the use of Art as a form of communication and expression Identify the approach and technique used in given artwork Examine the ideas or the theme associated with the artwork Create a series of painted works utilising a variety of approaches, medium (e.g. Oil, acrylic, watercolour, etc.) and",51,0
1280,Creative Posters and Invitations for Marketing,NANYANG TECHNOLOGICAL UNIVERSITY,Communication,590.0,14.0,Beginner,,? To understand the creative concepts and strategies involved in designing posters and invitations for marketing ? To introduce design basics as fundamentals to effective visual communication? Apply and evaluate effective posters and invitations that can communicate and market,51,0
1281,Crisis Communication and Reputation (Classroom & Asynchronous e-learning),NANYANG TECHNOLOGICAL UNIVERSITY,Communication,1350.0,31.0,Unspecified,,"This course covers managing reputation, crisis, and media relations._x000D_ By the end of this course, learners will be able to apply theories and best practices to:_x000D_ 1) Develop a proactive crisis management plan _x000D_ 2) Develop a reputation and thought leadership programme _x000D_ 3) Analy",51,0
1282,Crisis Management (Part II),SINGAPORE MANAGEMENT UNIVERSITY,Communication,480.0,16.0,Unspecified,,"After the end of the 2-day course, participants will be able to:_x000D_ â€¢  Learn how to develop an effective post-crisis action plan _x000D_ â€¢  Perform an assessment of a crisis_x000D_ â€¢  Gain an overview of a post-crisis management framework_x000D_ â€¢  Outline the components for consideratio",51,0
1283,Crisis Management (Part II) (Synchronous E-Learning),SINGAPORE MANAGEMENT UNIVERSITY,Communication,480.0,16.0,Unspecified,,"After the end of the 2-day course, participants will be able to:_x000D_ â€¢  Learn how to develop an effective post-crisis action plan _x000D_ â€¢  Perform an assessment of a crisis_x000D_ â€¢  Gain an overview of a post-crisis management framework_x000D_ â€¢  Outline the components for consideratio",51,0
1284,Cross Cultural Communication,Republic Polytechnic,Communication,1698.0,60.0,Unspecified,,As per course description._x000D_,51,0
1285,Cross-Border Tax Planning,Singapore University of Social Sciences,Communication,2640.0,32.0,Unspecified,,"Demonstrate in discussion and through written opinions based on factual situations, knowledge and understanding of the aims of international tax planning for a multinational Critique in discussion and in written responses the raison dâ€™etre behind the various holding structures, and investment stra",51,0
1286,Cross-Cultural Intelligence at the Workplace,Singapore University of Social Sciences,Communication,1461.0,18.0,Intermediate,,"Explain the interrelationship between culture and communication Relate cross-cultural communication barriers to underlying contributing factors, including categorisation and stereotyping Discuss how poor cultural competence leads to difficulties in cross-cultural adaptation, both in personal and pro",51,0
1287,Cross-Cultural Management in China,Republic Polytechnic,Communication,294.0,32.0,Beginner,,"This module introduces students to broad principles and issues related to cross-cultural business interactions in China, as well as provide opportunities for students to develop cross-cultural networking, communication and negotiation skills.",51,0
1288,Crowd and Traffic Control Management (Conduct Crowd and Traffic Control),PROSPECT PROTECTION PTE. LTD.,Communication,200.0,15.67,Intermediate,,"Upon successful completion, learners will also be equipped with competencies and capabilities to handle incidents involving crowd and vehicular traffic professionally using effective communication skills.",51,0
1289,Cultural Intelligence: Work Effectively & Confidently in a Multicultural Environment,IMAGEWORKS PTE. LTD.,Communication,180.0,8.0,Unspecified,,"Equip learners with the mindset, knowledge and skills to Influence and facilitate positive working relationships, promote workplace diversity and cultivate a culture of open communication within the organisation",51,0
1290,Customer centric marketing with the power of AI,EDUPEDIA LANGUAGE AND TRAINING PTE. LTD.,Communication,510.0,16.0,Intermediate,,"The course is designed in response to identified performance gaps within the realm of digital customer engagement, gleaned from comprehensive market research, stakeholder feedback, and industry trend analysis. Key performance gaps include:_x000D_ _x000D_ Performance Gaps Addressed:_x000D_ â€¢	Effect",51,0
1291,Cyber Physical Production System,SIEMENS PTE. LTD.,Communication,450.0,40.0,Unspecified,,"Participants will learn about the computation and communication platform architectures for automation such as the RAMI 4.0, ISA-95 and OSI model. The concept of information technology (IT) and operation technology (OT) convergence will also be covered to help participants understand how this can bri",51,0
1292,Cyber Physical Systems,Institute of Technical Education,Communication,628.975,108.0,Unspecified,,"On completion of the module, students should be able to troubleshoot and maintain the subsystems associated with a Cyber Physical System / flexible manufacturing system, such as Conveyor, Automated Guided Vehicle, Automated Storage and Retrieval, Data Identification, Machine Vision, Human Machine In",51,0
1293,Cyber and Data Breach Incident Management,NEWTON INTERNATIONAL COLLEGE PTE. LTD.,Communication,400.0,14.0,Beginner,,"1.	Deep Understanding of Cybersecurity Threats: Learners will gain a profound understanding of various cy-bersecurity threats, including malware, phishing, ransomware, and insider threats. They will be able to iden-tify and assess the risks associated with these threats._x000D_ 2.	Effective Incident",51,0
1294,Cybersecurity Management for Non-Technical Executives and Professionals,NATIONAL UNIVERSITY OF SINGAPORE,Communication,570.0,14.0,Intermediate,,"This course will equip the learner with the following knowledge and skills: 1. Understand technology jargons for effective communication_x000D_  2. Understand Cloud, Internet of Things (IoT) and Virtual Private Network (VPN) security _x000D_ 3. Learn to focus on top 3 vulnerable risks for any organi",51,0
1295,Cybersecurity Management for Non-Technical Executives and Professionals  (Synchronous e-learning),NATIONAL UNIVERSITY OF SINGAPORE,Communication,570.0,14.0,Intermediate,,"This course will equip the learner with the following knowledge and skills:_x000D_ 1. Understand technology jargons for effective communication_x000D_  2. Understand Cloud, Internet of Things (IoT) and Virtual Private Network (VPN) security_x000D_ 3. Learn to focus on the op 3 vulnerable risks for a",51,0
1296,DESIGN HISTORY,Singapore Polytechnic,Communication,1698.0,60.0,Unspecified,,"The course aims to equip students with the concepts and practice of design as a communication language and creative ideation to establish an innovative experience with integration of various contemporary and new media, with emphasis on sensorial media channels in communication design.",51,0
1297,DIPLOMA IN BORDER AND SECURITY MANAGEMENT,Singapore Polytechnic,Communication,26319.0,930.0,Unspecified,,"The course seeks to equip students with the knowledge and  skills to carry out their job roles under the private and auxiliary police career track under the security industry in the areas of:_x000D_ â€¢	border security functions, _x000D_ â€¢	information management, _x000D_ â€¢	security risk manageme",51,0
1298,DIPLOMA IN COMMUNICATION & MOTION DESIGN,Nanyang Polytechnic,Communication,74763.93,2160.0,Unspecified,,Please refer to our website at https://www.nyp.edu.sg/student/study/schools/design-media/diploma-communication-motion-design,51,0
1299,DISC Flow : Transforming Communication and Relationships,Republic Polytechnic,Communication,180.0,9.0,Unspecified,,"The tried-and-tested DISC (Dominance, Influencing, Stabilizing, Cautious) model is now combined with emotional intelligence and has been renewed as The DISC FlowÂ®.   It is a powerful tool you can use to tap onto your strengths to transform your communication and build more meaningful relationships.",51,0
1300,DaVinci Resolve for Experienced Editors,AV8 MEDIA PTE LTD,Communication,445.0,21.0,Intermediate,,Skills /Competencies addressed_x000D_ _x000D_ The main skill/competency addressed is Video Editing . This is done using a specific software called Da Vinci Resolve . This is an affordable professional  editing package that offers a fully functioning free version also. Da Vinci Resolve offered a slew,51,0
1301,Data Analytics,Singapore Polytechnic,Communication,2122.5,75.0,Unspecified,,"Students will:_x000D_ â€¢	Understand the concepts in data communication and the role of computer network equipment like routers and switches._x000D_ â€¢	Design, configure and troubleshoot computer networks and servers_x000D_ â€¢	Design and development of info-comm services, computer/embedded systems",51,0
